"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"CH",80,"2016-05-05","82.58     ","0.995","6.516","Chris Iannetta","455104","606965","Pop Out","Ball","244.953   ","1400.901  ","19.4      ","8.5       ","14","Chris Iannetta pops out to second baseman Jose Altuve.  ","R ","R","R","HOU","SEA","B",4,2,0,0,2016,"-7.313                ","3.366               ","1.014","1.774               ",572122,"null","null",2,2,"top","116.7600","132.2500","003037","2016-05-06T00:30:37Z","456124","427113","160505_192917","2.28","-120.231            ","-5.39","-10.52","27.10","-27.26","3.37","1.50","null","null","null","80.91","1607.00","5.59",447292
"CH",83,"2016-05-05","81.16     ","0.865","6.609","Chris Iannetta","455104","606965","Pop Out","Called Strike","215.358   ","1188.834  ","12.2      ","7.5       ","6 ","Chris Iannetta pops out to second baseman Jose Altuve.  ","R ","R","R","HOU","SEA","S",4,2,3,0,2016,"-4.012                ","5.601               ","0.685","2.441               ",572122,"null","null",2,2,"top","116.7600","132.2500","003128","2016-05-06T00:31:28Z","456124","427113","160505_193008","0.79","-117.943            ","-4.43","-5.59","24.58","-24.29","3.37","1.50","null","null","null","79.19","1744.00","5.31",447292
"CH",114,"2016-05-05","79.47     ","0.363","6.412","Ketel Marte","606466","606965","Lineout","Ball","245.749   ","652.932   ","9.0       ","9.6       ","13","Ketel Marte lines out to left fielder Jake Marisnick.  ","R ","L","R","HOU","SEA","B",7,3,0,1,2016,"-3.557                ","1.547               ","-0.532","1.152               ","null","null","null",0,3,"top","67.5100","132.7600","004104","2016-05-06T00:41:04Z","456124","427113","160505_193942","-0.99","-115.660            ","-5.32","-4.75","24.59","-30.04","3.56","1.61","null","null","null","78.13","1487.00","5.73",447292
"CU",116,"2016-05-05","76.69     ","0.296","6.675","Ketel Marte","606466","606965","Lineout","Ball","48.736    ","2150.230  ","-15.9     ","14.7      ","14","Ketel Marte lines out to left fielder Jake Marisnick.  ","R ","L","R","HOU","SEA","B",7,3,1,2,2016,"10.021                ","-8.852              ","1.269","2.003               ","null","null","null",0,3,"top","67.5100","132.7600","004137","2016-05-06T00:41:37Z","456124","427113","160505_194016","-0.71","-111.930            ","-0.41","12.47","23.80","-43.12","3.56","1.61","null","null","null","75.01","2173.00","5.40",447292
"FF",117,"2016-05-05","93.09     ","0.064","6.422","Ketel Marte","606466","606965","Lineout","Ball","189.106   ","2156.577  ","15.1      ","3.1       ","11","Ketel Marte lines out to left fielder Jake Marisnick.  ","R ","L","R","HOU","SEA","B",7,3,2,2,2016,"-1.725                ","10.720              ","-0.983","3.298               ","null","null","null",0,3,"top","67.5100","132.7600","004153","2016-05-06T00:41:53Z","456124","427113","160505_194030","-2.20","-135.745            ","-6.06","-3.19","31.82","-12.25","3.56","1.61","null","null","null","92.33","2310.00","5.95",447292
"FF",113,"2016-05-05","91.44     ","0.193","6.360","Ketel Marte","606466","606965","Lineout","Called Strike","179.412   ","2272.974  ","1.8       ","3.0       ","11","Ketel Marte lines out to left fielder Jake Marisnick.  ","R ","L","R","HOU","SEA","S",7,3,0,0,2016,"0.121                 ","11.762              ","-0.751","2.809               ","null","null","null",0,3,"top","67.5100","132.7600","004055","2016-05-06T00:40:55Z","456124","427113","160505_193931","-2.51","-133.898            ","-7.17","0.22","34.59","-11.20","3.56","1.61","null","null","null","90.10","2377.00","5.64",447292
"FF",115,"2016-05-05","92.51     ","0.312","6.411","Ketel Marte","606466","606965","Lineout","Foul","198.450   ","2594.329  ","33.0      ","3.0       ","6 ","Ketel Marte lines out to left fielder Jake Marisnick.  ","R ","L","R","HOU","SEA","S",7,3,1,1,2016,"-4.198                ","12.539              ","0.345","2.857               ","null","null","null",0,3,"top","67.5100","132.7600","004116","2016-05-06T00:41:16Z","456124","427113","160505_193954","1.52","-133.927            ","-7.58","-7.58","30.47","-9.46","3.56","1.61","null","null","null","90.76","2370.00","5.65",447292
"FF",118,"2016-05-05","93.41     ","0.529","6.342","Ketel Marte","606466","606965","Lineout","In play, out(s)","181.906   ","2537.085  ","5.5       ","2.4       ","8 ","Ketel Marte lines out to left fielder Jake Marisnick.  ","R ","L","R","HOU","SEA","X",7,3,3,2,2016,"-0.425                ","12.730              ","0.073","2.019               ","null","null","null",0,3,"top","67.5100","132.7600","004207","2016-05-06T00:42:07Z","456124","427113","160505_194044","-1.07","-135.536            ","-9.97","-0.79","30.39","-8.49","3.56","1.61","238.92","81.10","22.44               ","91.75","2195.00","5.60",447292
"FF",123,"2016-05-05","93.26     ","0.316","6.232","Leonys Martin","547982","606965","Strikeout","Swinging Strike","194.974   ","2150.841  ","20.0      ","3.4       ","4 ","Leonys Martin strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,1,0,2016,"-2.820                ","10.503              ","-0.270","2.265               ","null","null","null",1,3,"top","0.0000","0.0000","004257","2016-05-06T00:42:57Z","456124","427113","160505_194135","-0.59","-135.869            ","-8.20","-5.21","33.28","-12.72","3.37","1.51","null","null","null","92.25","2380.00","5.93",447292
"FF",125,"2016-05-05","93.88     ","0.652","6.444","Leonys Martin","547982","606965","Strikeout","Foul","186.505   ","2540.529  ","14.7      ","2.3       ","3 ","Leonys Martin strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,1,2,2016,"-1.456                ","12.728              ","0.543","3.240               ","null","null","null",1,3,"top","0.0000","0.0000","004330","2016-05-06T00:43:30Z","456124","427113","160505_194206","0.21","-136.505            ","-7.01","-2.71","34.02","-8.42","3.37","1.51","null","null","null","92.71","2407.00","6.00",447292
"CU",126,"2016-05-05","76.99     ","0.341","6.520","Leonys Martin","547982","606965","Strikeout","Ball","45.068    ","2065.263  ","-13.9     ","14.8      ","14","Leonys Martin strikes out swinging.  ","R ","L","R","HOU","SEA","B",0,0,1,2,2016,"9.060                 ","-9.098              ","0.629","0.430               ","null","null","null",1,3,"top","0.0000","0.0000","004346","2016-05-06T00:43:46Z","456124","427113","160505_194225","-1.94","-111.936            ","-3.45","11.28","23.72","-43.43","3.37","1.51","null","null","null","75.76","2370.00","5.95",447292
"CU",122,"2016-05-05","75.60     ","0.392","6.713","Leonys Martin","547982","606965","Strikeout","Ball","51.202    ","2072.351  ","-15.3     ","14.6      ","8 ","Leonys Martin strikes out swinging.  ","R ","L","R","HOU","SEA","B",0,0,0,0,2016,"10.103                ","-8.183              ","-0.208","1.847               ","null","null","null",1,3,"top","0.0000","0.0000","004239","2016-05-06T00:42:39Z","456124","427113","160505_194117","-4.13","-109.810            ","-0.79","12.23","21.08","-42.00","3.37","1.51","null","null","null","74.08","2158.00","5.49",447292
"FF",124,"2016-05-05","93.12     ","0.533","6.434","Leonys Martin","547982","606965","Strikeout","Swinging Strike","190.325   ","2432.333  ","18.5      ","2.7       ","3 ","Leonys Martin strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,1,1,2016,"-2.229                ","12.193              ","0.601","3.197               ","null","null","null",1,3,"top","0.0000","0.0000","004325","2016-05-06T00:43:25Z","456124","427113","160505_194152","0.95","-135.891            ","-6.78","-4.08","35.38","-9.76","3.37","1.51","null","null","null","92.18","2366.00","6.04",447292
"CH",127,"2016-05-05","82.82     ","0.573","6.324","Leonys Martin","547982","606965","Strikeout","Swinging Strike","240.099   ","670.291   ","8.8       ","8.4       ","9 ","Leonys Martin strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,2,2,2016,"-3.273                ","1.832               ","0.491","1.590               ","null","null","null",1,3,"top","0.0000","0.0000","004415","2016-05-06T00:44:15Z","456124","427113","160505_194242","0.82","-120.792            ","-5.13","-4.84","23.39","-29.39","3.37","1.51","null","null","null","82.64","1467.00","6.12",447292
"CH",132,"2016-05-05","81.13     ","0.407","6.377","Norichika Aoki","493114","606965","Single","Called Strike","237.699   ","1001.719  ","14.0      ","8.6       ","13","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,4,1,0,2016,"-4.926                ","3.062               ","-0.741","1.902               ","null","null","null",2,3,"top","134.0100","99.6900","004450","2016-05-06T00:44:50Z","456124","427113","160505_194327","-1.19","-118.604            ","-4.45","-6.92","25.57","-27.80","3.20","1.45","null","null","null","80.67","1543.00","6.06",447292
"FF",133,"2016-05-05","93.76     ","0.439","6.469","Norichika Aoki","493114","606965","Single","Foul","191.211   ","2344.917  ","19.5      ","2.8       ","2 ","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,4,1,1,2016,"-2.303                ","11.576              ","0.066","3.155               ","null","null","null",2,3,"top","134.0100","99.6900","004507","2016-05-06T00:45:07Z","456124","427113","160505_194345","-0.20","-136.112            ","-6.89","-4.28","32.57","-10.59","3.20","1.45","null","null","null","92.71","2323.00","6.05",447292
"CH",135,"2016-05-05","81.36     ","0.550","6.417","Norichika Aoki","493114","606965","Single","In play, no out","226.603   ","689.067   ","8.6       ","8.5       ","4 ","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","X",8,4,2,2,2016,"-2.921                ","2.709               ","-0.521","2.069               ","null","null","null",2,3,"top","134.0100","99.6900","004542","2016-05-06T00:45:42Z","456124","427113","160505_194419","-1.62","-119.118            ","-4.07","-4.11","27.24","-28.29","3.20","1.45","244.95","86.07","7.48                ","80.48","1574.00","5.87",447292
"FF",131,"2016-05-05","93.54     ","0.591","6.312","Norichika Aoki","493114","606965","Single","Ball","197.285   ","2151.564  ","20.0      ","3.4       ","12","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","B",8,4,0,0,2016,"-3.227                ","10.330              ","1.169","2.346               ","null","null","null",2,3,"top","134.0100","99.6900","004435","2016-05-06T00:44:35Z","456124","427113","160505_194314","2.67","-136.245            ","-8.22","-6.00","32.77","-12.88","3.20","1.45","null","null","null","92.27","2336.00","5.78",447292
"FF",134,"2016-05-05","94.66     ","0.327","6.312","Norichika Aoki","493114","606965","Single","Ball","192.239   ","2400.484  ","25.3      ","2.9       ","11","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","B",8,4,1,2,2016,"-2.561                ","11.766              ","-1.318","2.548               ","null","null","null",2,3,"top","134.0100","99.6900","004524","2016-05-06T00:45:24Z","456124","427113","160505_194403","-3.54","-137.514            ","-8.31","-4.82","35.15","-9.94","3.20","1.45","null","null","null","92.41","2345.00","5.50",447292
"CH",141,"2016-05-05","81.11     ","0.831","6.505","Seth Smith","452234","606965","Walk","Called Strike","239.488   ","1242.811  ","16.6      ","8.6       ","9 ","Seth Smith walks.   Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","S",0,0,0,1,2016,"-6.283                ","3.650               ","0.673","1.812               ","null","null",493114,2,3,"top","0.0000","0.0000","004707","2016-05-06T00:47:07Z","456124","427113","160505_194544","1.52","-118.180            ","-5.03","-8.72","26.42","-27.03","3.64","1.66","null","null","null","79.55","1534.00","5.64",447292
"FF",143,"2016-05-05","93.24     ","0.608","6.457","Seth Smith","452234","606965","Walk","Ball","191.902   ","2097.811  ","15.9      ","3.2       ","12","Seth Smith walks.   Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","B",0,0,1,2,2016,"-2.204                ","10.416              ","0.551","4.357               ","null","null",493114,2,3,"top","0.0000","0.0000","004800","2016-05-06T00:48:00Z","456124","427113","160505_194639","0.61","-136.053            ","-3.18","-4.06","34.81","-12.92","3.64","1.66","null","null","null","91.76","2397.00","5.65",447292
"CH",144,"2016-05-05","81.58     ","0.937","6.237","Seth Smith","452234","606965","Walk","Ball In Dirt","239.148   ","1025.533  ","12.9      ","8.7       ","14","Seth Smith walks.   Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","B",0,0,2,2,2016,"-5.119                ","3.005               ","1.302","0.456               ","null","null",493114,2,3,"top","0.0000","0.0000","004824","2016-05-06T00:48:24Z","456124","427113","160505_194703","2.40","-118.924            ","-7.51","-7.22","26.13","-27.86","3.64","1.66","null","null","null","80.83","1544.00","6.15",447292
"CH",139,"2016-05-05","80.23     ","0.674","6.548","Seth Smith","452234","606965","Walk","Swinging Strike","220.722   ","690.856   ","8.0       ","8.6       ","4 ","Seth Smith walks.   Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","S",0,0,0,0,2016,"-2.661                ","3.037               ","-0.455","2.568               ","null","null",493114,2,3,"top","0.0000","0.0000","004620","2016-05-06T00:46:20Z","456124","427113","160505_194457","-1.81","-117.680            ","-3.11","-3.66","26.55","-27.93","3.64","1.66","null","null","null","79.71","1548.00","6.02",447292
"FF",142,"2016-05-05","92.61     ","0.470","6.449","Seth Smith","452234","606965","Walk","Ball","192.528   ","1817.872  ","13.0      ","3.8       ","12","Seth Smith walks.   Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","B",0,0,0,2,2016,"-2.013                ","9.018               ","0.025","4.180               ","null","null",493114,2,3,"top","0.0000","0.0000","004732","2016-05-06T00:47:32Z","456124","427113","160505_194610","-0.49","-135.008            ","-3.06","-3.67","32.77","-15.66","3.64","1.66","null","null","null","91.25","2361.00","5.68",447292
"FF",145,"2016-05-05","93.16     ","0.506","6.397","Seth Smith","452234","606965","Walk","Ball","201.384   ","1938.520  ","23.7      ","4.0       ","11","Seth Smith walks.   Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","B",0,0,3,2,2016,"-3.569                ","9.073               ","-1.079","3.132               ","null","null",493114,2,3,"top","0.0000","0.0000","004901","2016-05-06T00:49:01Z","456124","427113","160505_194738","-3.00","-135.888            ","-5.88","-6.62","31.96","-15.27","3.64","1.66","null","null","null","93.19","2369.00","6.39",447292
"FF",150,"2016-05-05","92.97     ","0.488","6.387","Robinson Cano","429664","606965","Single","In play, run(s)","196.718   ","2447.706  ","28.3      ","3.0       ","5 ","Robinson Cano singles on a ground ball to right fielder George Springer.   Norichika Aoki scores.    Seth Smith to 3rd.  ","R ","L","R","HOU","SEA","X",9,4,0,0,2016,"-3.558                ","11.804              ","0.137","2.715               ","null",493114,452234,2,3,"top","197.4700","113.9400","004950","2016-05-06T00:49:50Z","456124","427113","160505_194824","0.30","-135.527            ","-7.88","-6.58","31.25","-10.28","3.75","1.69","197.21","91.81","-3.79               ","92.86","2391.00","6.28",447292
